index,name,address,phone,website,description
Carytown Sushi,Carytown Sushi,"2925 W Cary St, Richmond, VA 23221, United States",(804) 885-6137,Not found,"We recommend Carytown Sushi!
Nestled in Richmond's vibrant and bustling Carytown neighborhood, Carytown Sushi is a go-to oasis for authentic Japanese cuisine. This sushi haven’s reciprocity for freshness and quality shines through in each maki roll, from the classic California to their fusion-worthy Dragon. Not a raw seafood connoisseur? Fear not, their inspired kitchen dishes, such as teriyaki and katsu, cater to all. For a tantalizing dinner, you're looking at spending about $30 - $40 for two. Dive into the Carytown experience with chopsticks in hand!"
Tiny Vegan,Tiny Vegan,"104 S Sheppard St, Richmond, VA 23221, United States",Not found,Not found,"We recommend Tiny Vegan!
Situated in the heart of Richmond’s Jackson Ward neighborhood, Tiny Vegan stands out as a haven for vegan lovers and foodies alike. The eatery champions cruelty-free cuisine with a special affinity for creating meat substitutes that are both flavourful and satisfying. From their 'Wow Bao' stuffed with savory vegan ground beef to their fabled vegan cheesecake, Tiny Vegan weaves together natural and fresh ingredients to create a supreme dining experience. Anticipate an expenditure in the ballpark of $20 - $30 for a dinner for two."
Alamo / Frontier by Alamo,Frontier by Alamo,"412 N 25th St, Richmond, VA 23223, United States",(804) 418-3804,http://www.frontierbyalamo.com/,"We recommend Alamo / Frontier by AlamoNext!
Strategically positioned in the heart of Richmond's bustling downtown district, Alamo / Frontier by AlamoNext sets itself apart from the pack with its unique spin on BBQ cuisine. With a menu boasting Texas-style brisket, pulled pork and pit-smoked turkey, the restaurant's specialties have an irresistible appeal for meat lovers. The additional Mexican influence, featuring items like smoked jalapeno sausage and queso blanco, adds an extra dimension to the culinary adventure. Prices are reasonable for the dining experience provided, with a dinner for two generally falling in the region of $30 - $40."
Redemption BBQ and Market,Redemption BBQ and Market,"3420 Lauderdale Dr, Henrico, VA 23233, United States",(804) 716-2456,https://redemptionbbq.com/,"We recommend Redemption BBQ and Market! Nestled in the Forest Hill neighborhood of Richmond, this joint operates with an apparent commitment to authenticity and slower living that's richly imbued, quite literally, into their barbeque. With a menu that touts everything from pecan-smoked pork shoulder to 16-hour brisket and delightfully unique dishes such as collard green spring rolls, Redemption BBQ provides a succulent taste of Southern cooking at its finest. For an immersive culinary experience in warm familiarity, plan to spend between $30 and $40 for a dinner for two here."
Sincero,Sincero,"404 N 2nd St, Richmond, VA 23219, United States",(804) 788-7181,http://sincero.squarespace.com/,"We recommend Sincero!
Located in the historic neighborhood of Church Hill, Sincero is a local favorite for Mexican cuisine with a daring twist. Undeniably bold, Sincero serves up traditional dishes enlivened with modern innovation and technique. Their menu features everything from traditional tacos and enchiladas to succulent Carne Asada, all served up with a hefty dose of authenticity. They have a keen eye for freshest ingredients that delivers a flavorful journey with every plate. For a dinner, you’ll be looking at a price range of $30 - $50."
Afterglow Coffee Cooperative,Afterglow Coffee Cooperative,"1719 Summit Ave, Richmond, VA 23230, United States",(804) 214-4210,http://afterglowcoffee.com/,"We recommend Afterglow Coffee Cooperative!
In the heart of Richmond's bustling Parkwood area, Afterglow Coffee Cooperative seeks to put their own spin on the classic coffee shop. It's all about the ethos of essential community here, blending both fair trade coffees and a worker-owned cooperative philosophy. They serve ethereal blends of artisan coffee with a small yet sophisticated array of pastries, focusing on vegan and gluten-free options that will have everyone raving. The cafe offers a cozy charm that encourages lingering over caffeinated conversations, marking the spot as a pillar of the community. Budget-wise, a visit to this comforting cooperative will set you back around $10 - $20 for coffee and a lite bite."
Smohk RVA BBQ,Smohk RVA BBQ,"3112 W Leigh St, Richmond, VA 23230, United States",(804) 278-6326,https://smohkrva.com/,"We recommend Smohk RVA BBQ!
Residing in the artistic landscape of Richmond's Scott's Addition neighborhood, Smohk RVA BBQ brings the aromatic ambience of true old-fashioned BBQ to the urban locale. Smohk's hickory-smoked delights, including North Carolina-style pulled pork, and their specialty, tenderly cooked beef brisket, reel in both BBQ connoisseurs and neighborhood folks. Paired with the classic southern sides, your taste buds are sure to embark on an unforgettable culinary tour. When it comes to cost, you can look forward to a savory BBQ dinner for two for the manageable sum of around $30 - $40."
The Fancy Biscuit,The Fancy Biscuit,"1831 W Cary St, Richmond, VA 23220, United States",(804) 938-3449,https://www.fancybiscuitrva.com/,"We recommend The Fancy Biscuit!
Head down to Richmond’s eclectic Carytown neighborhood to discover The Fancy Biscuit, a charming haven of Southern comfort food. The restaurant elevates the humble biscuit to an art form, slathering it with everything from pimento cheese to crispy chicken to peach jam. So much more than a breakfast place, The Fancy Biscuit serves up inventive dishes all day long. If you’ve got the craving for gourmet Southern grub, plan to spend around $20 - $30 for a dinner for two at this locally loved joint."
Conejo,Conejo,"5820 Patterson Ave Suite 103, Richmond, VA 23226, United States",(804) 431-3246,http://conejococina.com/,"We recommend checking out Conejo!
Welcoming food lovers into Richmond's bustling Jackson Ward neighborhood, Conejo is a gastronomic sanctuary where Californian and Hawaiian cultures expertly blend with a modern Richmond ethos. Known for its fusion dishes that delight and surprise, Conejo serves up inventive takes on classics like tacos, shrimp, and even spiced watermelon. With a lively atmosphere and a menu that is as exciting as it is flavorful, be ready to savor and experience that's worth every penny. On average, a dinner for two will run you in the range of $70-$90 ."
Philly Vegan,Philly Vegan,"1126 Hull St, Richmond, VA 23224, United States",(804) 332-9157,http://www.phillyvegan9.com/,"We recommend Philly Vegan! 
Nestled in the booming Brookland Park neighborhood, Philly Vegan offers mouthwatering, decadent eats that defy the stereotype of vegan fare as exclusively light and leafy. They brilliantly serve Philadelphia-style vegan cheesesteaks, lentil burgers, BBQ jackfruit, Southwestern eggplant tacos and more. Each dish is meticulously prepared, exploding with flavor and satisfyingly rich. Anticipate a dinner for two to fall within the range of $30 - $40, making it a flavorful indulgence that won't break the bank."
Adarra,Restaurant Adarra,"618 N 1st St, Richmond, VA 23219, United States",(804) 477-3456,http://restaurantadarra.com/,"We recommend Adarra!
Nestled in the heart of Richmond's charming Jackson Ward, Adarra seizes the city's culinary scene with its unique Basque-inspired cuisine. The whole experience here revolves around a passion for rustic, farm-to-table Spanish fare, from its wood-grilled seafood platters to its hearty lamb tartare. You can feel the warmth of home in these meticulously crafted, old world-inspired dishes. A dinner for two at Adarra typically falls within the range of $80 - $100, offering a delightful gastronomic journey sure to captify food lovers with a penchant for European flair."
Roastology,Roastology,"2701 W Cary St, Richmond, VA 23220, United States",(804) 918-6486,http://roastologycoffee.com/,"We recommend Roastology!
Nestled in the North Chesterfield neighborhood of Richmond, Roastology leads the pack in the city's thriving coffee-centric culture. This laid-back café is known for its virtuoso approach to roasting beans, resulting in an extensive selection of specialty coffees that offer a balanced, complex flavor profile to thrill the palate of coffee connoisseurs and casual drinkers alike. They also serve delicious, inventive breakfast and lunch fare, pairing perfectly with their distinctive and characterful range of brews. Dinners are also affordable, with a price range of about $30 - $40 for two."
Pops Dogs and Mas Burgers,Pop's Dogs & Ma's Burgers,"7301 Brook Rd, Richmond, VA 23227, United States",(804) 266-5781,Not found,"We recommend Pops Dogs and Mas Burgers! 
In the cozy confines of Richmond's East End neighborhood, Pops Dogs and Mas Burgers serves up the kinds of classic, mouth-watering comfort foods you crave. Specializing in two American staples - burgers and hot dogs - this beloved institution kicks things up a notch with creative toppings and combinations, delighting locals and tourists alike. Whether you opt for a tried-and-true classic, or venture into the unique with their 'Mas Burger' or 'Pops Dog', each order is prepared with love. Expect to spend between $15 - $25 for a dinner for two; a steal in this city for the kind of culinary satisfaction Pops Dogs and Mas Burgers consistently delivers."
Bacchus,Bacchus,"2 N Meadow St, Richmond, VA 23220, United States",(804) 355-9919,Not found,"We recommend Bacchus!
This gem nestled in Richmond's historic Fan District invites all who appreciate good food and even better wine. Named after the Roman god of agriculture and wine, Bacchus specializes in Italian and Mediterranean fare, offering a diverse menu that ranges from perfect pasta to succulent seafood. A refined yet robust wine list complements the hearty meals, truly capturing the spirit of its namesake. A dinner at Bacchus won’t break the bank either, as the price range can be around $50-$60 for two."
Cluck N Roll,Wok N Roll,"7514 W Broad St, Henrico, VA 23294, United States",(804) 422-5048,https://www.beyondmenu.com/31230/henrico/wok-n-roll-henrico-23294/info.aspx,"We recommend Cluck N Roll!
Located in the Scott's Addition neighborhood, Cluck N Roll is Richmond’s go-to spot for innovative and delicious chicken dishes. With a creative flourish, they turn simple poultry into a culinary adventure, serving up specialty items like chicken banh mi sliders and kimchi chicken wings. This Richmond eatery combines the harmonious flavors of Asian fusion with the succulent taste of southern fried chicken, winning the hearts and taste buds of RVA foodies. A dinner for two is reasonably priced, usually ranging from $30 to $40."
Mission BBQ,MISSION BBQ,"5440 Glenside Dr, Richmond, VA 23228, United States",(804) 548-4622,https://mission-bbq.com/,"We recommend Mission BBQ!
Situated in the bustling heart of Willow Lawn neighborhood, Mission BBQ has established a reputation for delivering some of RVA's best barbecue delights. From brisket and pulled pork to chicken and ribs, they’ve got the art of barbecue nailed down. In addition to the mouth-watering meats, the sides like baked beans and mac 'n' cheese are worth savoring as well. Consistently garnering rave reviews for its exceptional quality and taste, expect an average meal here to set you back around $20 - $30 for two, reminiscent of the fact that good food need not always come with a high price tag."
PBR,Pizza & Beer of Richmond,"2553 W Cary St, Richmond, VA 23220, United States",(804) 242-0889,https://www.pbrva.com/,"We recommend PBR Richmond! 
Situated in the heart of the eclectic Scott's Addition neighborhood, PBR Richmond delivers a dynamic mix of all-American cuisine with a delightful spins on Southern classics. The restaurant is well known for its signature burgers, BBQ specials, and customized concoctions that cater to adventurous palates. Additionally, PBR Richmond has also earned a solid reputation for pumping out delicious, hearty brunch options that keep locals coming back. When it comes to dinner, a meal for two at this vibrant venue will run you anywhere from $30 - $50."
Benny Ventanos,Benny Ventano's,"2501 W Main St, Richmond, VA 23220, United States",(804) 716-1632,https://www.bennysva.com/locations/benny-ventanos/,"We recommend Benny Ventano's!
Redefining the pizza experience in the heart of the Virginia Commonwealth University district, Benny Ventano's is a standout choice for pizza lovers in Richmond City. As part of the Benny's family, it continues the tradition of serving mammoth 28"" pizzas that are devoured by the slice - each slice being a massive 14"". Benny’s trademark specialties include spicy chicken ranch and garlic mushroom, but there is a range of options for all pizza enthusiasts. For frugal foodies seeking a reasonably priced culinary delight in the city, the cost for a substantial dinner for two at Benny Ventano's is around $20 - $30."
Kismet Modern Indian RVA,Kismet Modern Indian RVA,"2918 W Broad St, Richmond, VA 23230, United States",(804) 499-3100,http://kismetrva.com/,"We recommend Kismet Modern Indian RVA!
An unfolding culinary narrative is yours to devour at Kismet Modern Indian RVA, a standout gem in Richmond's bustling Scott's Addition neighborhood. Artfully marrying Virginia's farm-to-table concept with traditional Indian flavors, Kismet reinterprets the rich complexities of Indian dishes while ensuring every spice sings. Show-stopping specials include the Tandoor Seared Salmon and Lamb Vindaloo, but don't dare skip a round of their delicious shareable plates, especially the Chicken Tikka Pao Buns. Dinner at this innovative eatery can range from $50 - $70 for a pair, but the refined, contemporary spin on Indian cuisine makes every dollar well spent."
The Penalty Box,The Penalty Box,"6140 Brad McNeer Pkwy, Midlothian, VA 23112, United States",(804) 566-9726,http://toasttab.com/thepenaltybox,"We recommend checking out The Penalty Box!  
Located in the heart of Richmond's bustling Manchester neighborhood, The Penalty Box is a hidden gem that will score major points with anyone who loves elevated pub grub. Known for their gourmet pizzas, decadent mac n' cheese, and mouth-watering wings, it's a surefire win for anyone seeking satisfying comfort food. There's also a fantastic selection of local craft beers to pair with your meal. For a delicious dinner experience at The Penalty Box, expect your check to fall roughly between $30 - $50 for two."
Pad Thai,Mom's Siam Restaurant,"2811 W Cary St, Richmond, VA 23221, United States",(804) 359-7606,http://momsiam.com/,"We recommend Pad Thai!
Nestled within the eclectic vibe of Richmond's Carytown neighborhood, Pad Thai stands out by offering an authentic Thai culinary experience. Specializing in Thai classics such as green curry and its eponymous Pad Thai, this two-decade-old favorite consistently delivers bold and vibrant flavors that enthrall Thai food enthusiasts. Regaled for their fresh ingredients and attention to every single detail, your taste buds are sure to transcend into the streets of Thailand with every bite you savor. Budget around $30 - $40 for a memorable dinner for two at this fine Southeast Asian hub."
Rappahannock,Rappahannock Restaurant,"320 E Grace St, Richmond, VA 23219, United States",(804) 545-0565,https://www.rroysters.com/rappahannock-richmond-va.html,"We recommend Rappahannock!
As a pearl nestled in the heart of downtown Richmond, Rappahannock offers a refreshing take on farm-to-table seafood dining. Unassuming yet influential in Richmond's foodie scene, this restaurant is known for its commitment to sustainable fishing, which shines through in their seafood delicacies, especially oysters and clams. Rappahannock’s laid-back atmosphere effectively captures the essence of Richmond’s historic downtown area while paying homage to Virginia's aquaculture. Dinner for two at this upscale seafood hub will set you back around $80 to $100."
Wongs Tacos,Wong's Tacos - Greengate,"201 A Maltby Blvd, Henrico, VA 23233, United States",(804) 360-8889,http://www.wongstacos.com/,"We recommend Wong's Tacos!
This hidden gem located in the heart of the Arts District combines Chinese flavors with Mexican trends to create an innovative and bold dining experience. Wong's Tacos didn't only come to play; it came to dominate the fusion cuisine scene in the River City. Specializing in one-of-a-kind creations like the Peking duck taco and Chinese BBQ pork burrito, it artfully combines unique flavor profiles in an indulgent way. Anticipate a price range of approximately $30 - $40 for a dinner for two."
City Diner,City Diner,"2237 W Broad St, Richmond, VA 23220, United States",(804) 254-1974,https://m.facebook.com/CityDinerRVA/about/?ref=page_internal&mt_nav=0,"We recommend City Diner!
Nestled in the bustling environment of Richmond's Broad Street corridor, City Diner is an RVA essential. Serving classic American fare with an unbeatable charm, City Diner has become synonymous with breakfast - although the lunch offerings of sandwiches and burgers deserve equal recognition. The diner-style restaurant even comes alive at night with its plentiful portions that don't compromise on quality. Whether you're indulging in their renowned pancakes at 7 in the morning or savoring a tasty meatloaf dinner at 7 in the evening, City Diner hits the spot. A comfortable dinner for two will run in the ballpark of $20 to $30."
Eat My Eggroll,Eat Rice,"6104 Jahnke Rd, Richmond, VA 23225, United States",(804) 232-8888,http://www.eatricerichmond.com/,"We recommend Eat My Eggroll!
Nestled into the lively culinary scene of Richmond's vibrant Shockoe Bottom district, Eat My Eggroll puts a tantalizing Asian twist on a traditional street food staple. This culinary hub relishes in delivering a riot of flavors, specializing in a variation of artisanal eggrolls that offer new takes on the familiar favorite. From classic Veggie and Shrimp to adventurous Philly Steak or Buffalo Chicken, each crunchy bite promises a unique blend of ingredients and spices, making this restaurant an appealing spot for food adventurers. The price range for dinner hums around $30 - $40 for a pair, ensuring a delightful dining experience that isn't heavy on the pocket."
Beauvine Burger,Beauvine Burger Concept,"1501 W Main St, Richmond, VA 23220, United States",(804) 592-5592,http://www.beauvineburger.com/,"We recommend Beauvine Burger!
Nestled in the heart of Richmond's Fan District, Beauvine Burger is a must-try spot for burger enthusiasts and food lovers alike. They're not just flipping burgers; they're crafting culinary masterpieces which range from the classic to the adventurous, like their crowd-favorite Beet Burger. With scrumptious sides like hand cut fries and mac 'n' cheese, and an assortment of craft beers and milkshakes to elevate your meal, there's a reason the locals can't get enough of this place. You can expect a dinner for two to fall within the $30 - $40 range."
Metzger Bar And Butchery,Metzger Bar and Butchery,"801 N 23rd St, Richmond, VA 23223, United States",(804) 325-3147,http://www.metzgerbarandbutchery.com/,"We recommend Metzger Bar And Butchery! 
A little slice of Germany nestled in Richmond’s Union Hill neighborhood, Metzger Bar And Butchery offers an unforgettable gastronomic journey. Prized for its innovative European inspired fair boasting fresh, seasonally procured ingredients, Metzger Bar and Butchery sets the bar high. With specialties such as schnitzel, roulade, and a butcher’s array of delectable meats, it's no wonder this restaurant has etched its mark in RVA's culinary scene. Plan on spending between $60 - $80 for a dinner for two at this exquisitely unique spot."
Secret Squares,Secret Sandwich Society,"501 E Grace St, Richmond, VA 23219, United States",(804) 644-4777,http://www.secretsandwichsociety.com/,"We recommend Secret Sandwich Society!
Situated in vibrant downtown Richmond, Secret Sandwich Society is far more than your typical sandwich shop. Tucked away in the bustling Arts District, this culinary gem teems with inventive and fulfilling plates, a curated beer selection, and more. Each menu item is creatively named after U.S. Presidents and state names, with signature sandwiches, juicy burgers, and indulgent salads that showcase a masterful blend of flavors. This restaurant urges you to challenge conventional dining norms by unwrapping a craftily prepared dish meant to excite and intrigue. Expect to pay around $30 - $40 for a dinner for two."
Village Cafe,Village Cafe,"1001 W Grace St, Richmond, VA 23220, United States",(804) 353-8204,https://villagecaferva.com/,"We recommend Village Cafe!
A longtime crowd pleaser in Richmond's bustling and vibrant Fan District, Village Cafe hits the sweet spot between comfort and sophistication. With a highly-appreciated ability to turn staple dishes into masterpieces, this restaurant serves up an array of delectable American classics with a good hint of Italian dishes inclusive too. Be it the much-loved Reuben Sandwich or the mouthwatering Chicken Parm, their eclectic menu has got something for everyone. For a dinner for two at Village Cafe, plan to spend between $30 - $40."
Little Mexico,Little Mexico,"1328 W Cary St, Richmond, VA 23220, United States",(804) 525-4216,http://www.littlemexicova.com/,"We recommend Little Mexico! 
This vivacious gem, located in the burgeoning Fan District, is Richmond's hub for authentic Mexican cuisine. Specializing in classic dishes like enchiladas, burritos, and an assortment of mouth-watering tacos, Little Mexico serves up a slice of Latin American culture, right here in RVA. From their savory carne asada to the vibrant, zesty house margaritas, each dish is expertly crafted to allow the complex flavors to shine. A dinner for two at this local favorite is typically in the $30 - $40 range."
SmashedRva ,Smashed RVA,"1600 Brook Rd, Richmond, VA 23220, United States",(804) 988-2136,https://order.toasttab.com/online/smashedrva?fbclid=PAAaa0Vbjq1EncS4dYUJVwlnehkJEo2ytvdrFCZCCcVKM1c3x1K9xnZDi_cJw_aem_Ae6_qwALnv9vaMAJI76A6Ox1afHmwmlUfs3vRXTk_d5OXn4cp8AZLlFBsYzTFsl6V6s,"We recommend SmashedRva! 
Richmond's beloved SmashedRva is a noteworthy gem situated in the heart of the bustling Scott's Addition neighborhood. Known for their intriguing approach to fast-casual food, this eatery specializes in the art of properly smashed hamburgers that are crispy on the edges, and just shitaki on the inside. They also offer an array of delectable hand-cut fries, draft beers, smash dogs, and flavorful milkshakes to round off your meal. Not forgetting their unique, spicy mayos that add an extra zing to every bite. A dinner for two at SmashedRva comes in at a reasonable price, typically falling between $30 and $40."
The Pit and the Peel,The Pit and the Peel Rooftop,"1210 W Main St, Richmond, VA 23220, United States",(804) 368-3880,https://thepitandthepeel.com/,"We recommend The Pit and the Peel!
Burrowed in the vibrant Carytown neighborhood, this health-centric eatery serves specialties that exemplify the importance of nourishment for both body and spirit. The Pit and the Peel presents a comprehensive array of fresh smoothies, juices, açai bowls, gourmet toasts, hearty salads, and sandwiches, where purity of ingredients takes an unsurpassed stance. This eatery truly illustrates why Richmond is ascending as a frontrunner in the health-food revolution. A nutritious and satisfying dinner for two here will likely run you around $20 - $30."
Soul Taco,Soul Taco - Shockoe Slip,"1215 E Main St, Richmond, VA 23219, United States",(804) 562-5763,http://www.soultacorva.com/,"We recommend Soul Taco!
Discover the vibrant flavor junction of Mexican and Soul Food at Soul Taco, a dining hotspot situated in Richmond’s hip Jackson Ward neighborhood. Soul Taco chefs have skillfully transformed Southern comfort favorites, like mouth-watering smoked brisket and buttermilk fried chicken, into an exciting lineup of gourmet tacos. Crab-loaded hush puppy nachos and collard green quesadillas further tantalize tastebuds, presenting a culinary fusion that celebrates the heritage-rich soul of the city. Dining at Soul Taco costs roughly $30 - $40 for a dinner for two."
Wild Ginger,Wild Ginger,"3734 Winterfield Rd, Midlothian, VA 23113, United States",(804) 378-4988,http://www.wildgingerva.com/,"We recommend Wild Ginger!
Situated in the heart of Richmond's West End neighborhood, Wild Ginger elevates pan-Asian cuisine, captivating your palate with a fusion of Thai, Chinese, Japanese, and Vietnamese flavors. Since its inception, Wild Ginger has ardently committed to serving vibrant delicacies that cater to both the carnivorous foodies and vegetarians. Whether it's their sushi rolls boasting fish sourced from all over the globe, or their coconut curry tofu that takes your taste buds on an international journey, each plate is filled with genuine enthusiasm for authenticity. Dinner for two generally falls into the $50 - $60 range."
Addis Ethiopian,Addis Ethiopian Restaurant,"9 N 17th St, Richmond, VA 23219, United States",(804) 308-3649,http://addisrva.com/,"We recommend Addis Ethiopian!
Located in the historic Church Hill neighborhood of Richmond, Addis Ethiopian is an authentic celebration of East African cuisine. Traditional Ethiopian dishes like Doro Wot, a richly spiced chicken stew, and Kitfo, a dish made from finely chopped raw beef, burst with flavors and are the highlights of the menu. Alongside their meat dishes, Addis also serves an extensive selection of vegetarian and vegan fare that stays true to the Ethiopian culinary tradition. Be prepared to spend around $40 - $60 for a satisfying dinner for two."
Bookbinders,Bookbinder's Seafood & Steakhouse,"2306 E Cary St, Richmond, VA 23223, United States",(804) 643-6900,http://www.bookbindersrichmond.com/,"We recommend Bookbinders!
Conveniently tucked away in the sophisticated respite of Richmond's Shockoe Slip neighborhood, Bookbinders presents a must-try seafood dining experience. Known best for their delightful delectability of fresh seafood, exceptional steaks, and a memorable rendition of the classic Lobster Bisque, the restaurant dishes out delicacies with an undeniable finesse. The heritage that Bookbinders brings to the table with its historic setting and timeless recipes makes every meal the epitome of fine-dining. Prepare to spend in the vicinity of $75 - $100 for a dinner for two."
Urban Farmhouse,the urban Farmhouse market & café (Shockoe Slip),"1217 E Cary St, Richmond, VA 23219, United States",(804) 325-3988,http://theurbanfarmhouse.net/,"We recommend Urban Farmhouse!
Nestled in the bustling neighborhood of Scott's Addition, Urban Farmhouse is an organic feast for the senses. With a focus on locally sourced ingredients, Urban Farmhouse serves up fresh meals that celebrate Richmond's deep-rooted agricultural history. Whether it's the robust soups, hearty sandwiches, or their guilt-free salads, there's no shortage of tasty, health-conscious options here. Don't leave without trying one of their world-class, handcrafted coffees! An evening spent at this farm-to-table haven will typically set you back about $30 to $40 for two."
The Hop Craft Pizza and Beer,The Hop Craft Pizza & Beer,"1600 W Cary St, Richmond, VA 23220, United States",(804) 353-4677,http://hopcraftrva.com/,"We recommend The Hop Craft Pizza and Beer! Nestled in Richmond’s thriving Fan District, The Hop delivers the perfect blend of craft beer and artisanal pizza, a delightful experience for gastronomes seeking a unique twist on classic Italian cuisine. With a menu designed to tantalize the palate, the joint's pizza dough and sauces are house-made, coupled with the finest local ingredients. You can always count on a new taste to be discovered with their extensive beer selection from across the country. Dinner for two usually falls within a reasonable $30 - $50 range."
Virginia BBQ,Lakeside Barbeque,"6920 Lakeside Ave, Richmond, VA 23228, United States",(804) 262-6660,https://lakesidebbqva.com/,"We recommend Virginia BBQ!
Situated in the family-friendly Riverside neighborhood, Virginia BBQ is a definitive go-to for all barbecue aficionados. The restaurant is celebrated for its mouthwatering, slow-smoked pulled pork, finger-licking beef brisket, and tangy Southern ribs, accompanied by traditional southern sides that span from baked beans and coleslaw to hush puppies and fried okra. The casual and warm ambiance makes it a perfect spot for a low-key night out. Expect to shell out approximately $20 - $30 for a tasty dinner for two, an absolute bargain for the quality and quantity of food provided."
Christians Pizza,Christian's Pizza,"404 N Harrison St, Richmond, VA 23220, United States",(804) 204-1643,https://christianspizzavcu.com/,"We recommend Christian's Pizza!
Serving the best pies in the heart of downtown Richmond, this fan district gem offers all the cheesy goodness you could want. Christian's Pizza believes pizza should be a simple and honest meal, with quality ingredients and fresh dough made daily. This joint is great for a quick bite, or a fully loaded dinner pizza with all the extras. If you're feeling adventurous, try the three cheese or margherita pizzas that the pizzaiolos at Christian's Pizza have become legendary for. Expect to spend around $25-$35 for a dinner for two."
Nami Japanese Restaurant,Nami Japanese Restaurant,"218 E Main St, Richmond, VA 23219, United States",(804) 447-8116,http://namieats.com/,"We recommend Nami Japanese Restaurant! 
This gem is harbored in Richmond's charming Fan District, dishing out sensational sushi and other captivating Japanese staples with an upscale vibe. Nami Japanese Restaurant masterfully crafts each dish from hand-picked, top-quality ingredients that reflect the beauty of authentic Japanese cuisine. They're renowned for their irresistible sushi rolls and mouth-watering ramen that leave your taste buds crying out for more. For dinner, plan on spending between $30 - $60 for a delightful, immersive dining for two."
Abuelitas,Abuelita's,"6400 Midlothian Tpke, Richmond, VA 23225, United States",(804) 997-2602,http://www.abuelitasrva.com/,"We recommend Abuelita's!
Located within the South Richmond neighborhood, this soulful hotspot offers a blend of traditional Panamanian food that you simply won't find elsewhere. Abuelita's is recognized for their savory empanadas and succulent, slow-cooked Sancocho stew, a Panamanian specialty. A curated dining experience at this local treasure is a culinary trip to Panama without ever leaving the city. Plan to drop off about $25 - $35 for a memorable dinner for two."
The Doghouse,The Doghouse,"1400 N Arthur Ashe Blvd, Richmond, VA 23230, United States",Not found,http://www.thedoghouseva.com/,"We recommend The Doghouse!
Located in the bustling neighborhood of Scott's Addition, Richmond's food hall, The Doghouse is well-known for serving mouth-watering American fare. Best known for their legendary hot dogs, The Doghouse isn't limited to just encased meats. They also offer an array of other specialties like juicy burgers and crispy french fries, ensuring there's something for everyone. From their classic ""Dogs on Deck"" to their crowd favorite ""Burger Blast,"" your taste buds are in for a fantastic treat. A dinner for two will typically fall between $30 - $40."
Brenner Pass,Brenner Pass,"3200 Rockbridge St #100, Richmond, VA 23230, United States",(804) 658-9868,http://brennerpassrva.com/,"We recommend Brenner Pass! 
Located in the thriving Scott's Addition neighborhood, Brenner Pass has securely shackled its status as a sophisticated haunt for curious, culinary-driven Richmonders. Drawing inspiration from the alpine regions of Italy, France, and Switzerland, the menu at Brenner Pass presents refined European dishes involving detailed craftsmanship. From decadent, house-made charcuterie to delicate alpine cheeses and a rotating selection of entrees such as venison and monkfish, each dish is an escapade into the cordillera culinary world. Paired with its meticulously curated variety of wines and plush, welcoming interiors, this place offers a truly elevated dining experience. Depending on your grazing choices, a dinner for two may fall within the $80 - $120 range."
Jewfro,JewFro,"1721 E Franklin St, Richmond, VA 23223, United States",(804) 269-0742,http://www.jewfrorestaurant.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8624583413769817669,"We recommend visiting Jewfro!
Centrally located in Richmond’s vibrant Scott's Addition neighborhood is Jewfro, a unique, gastronomic fusion of Jewish and Afro Caribbean culinary traditions. The brainchild of chef and owner Aaron Hoskins, the restaurant specializes in mouthwatering dishes, including smoked brisket, jerk chicken, and matzo ball soup, just to name a few. Grab a friend and pencil in a treat-yourself night at this eclectic eatery—with dinner for two averaging between $40 - $50, you'll find the Jewfro dining experience is truly worth every penny."
Pig and Brew,Pig and Brew,"1313 Hull St, Richmond, VA 23224, United States",(804) 447-2625,http://www.pigandbrew.com/,"We recommend Pig and Brew! Nestled in Richmond's historic Manchester neighborhood, this local gem is all about flavor fusion. With a unique blend of barbecue and craft beer, guests can savor mouth-watering favorites like the succulent pulled pork or melt-in-your-mouth ribs paired perfectly with a local pint. The Pig and Brew also serves homemade sides that remind you of southern comfort, from their Mac 'N Cheese to Collard Greens. A dinner for two at this local hotspot will usually cost between $30 - $50, ensuring an affordable night of fantastic flavors and fun."
Sidewalk Cafe,The Sidewalk Cafe,"2101 W Main St, Richmond, VA 23220, United States",(804) 358-0645,http://www.sidewalkinthefan.com/,"We recommend Sidewalk Cafe! 
Conveniently nestled in the historic Fan District, Sidewalk Cafe has been serving up its unique blend of American and Mediterranean fare for well over three decades. As one of Richmond's classic late-night diners, Sidewalk Cafe prides itself in offering more than just your typical pub grub. With a varied menu that ranges from zesty hummus to tantalizing Greek salads and hearty burgers, every food lover is sure to find their favorite dish. Reliably delicious fare, coupled with the cordial ambiance that defines Sidewalk Cafe, makes this Fan District gem an easy recommendation. For diners, anticipate a dinner cost that ranges from $30 - $40 for two."
El Pope Latin American Cuisine,El Pope Latin American Cuisine,"1731 W Main St, Richmond, VA 23220, United States",(804) 997-4083,Not found,"We recommend El Pope Latin American Cuisine!
Serving up some of the most flavorful Latin American fare in the city, El Pope has carved out a special niche for itself in the Brookland Park neighborhood. With specialties ranging from arepas overflowing with fresh ingredients, to tangy ceviche and vibrant anticuchos, it's a culinary trip through Latin America right in Richmond. Each bold dish resonates with authenticity, making it a popular stop for those craving a diverse palette of Latin flavors. For a dinner for two, expect to fork out in the ballpark of $30 - $50."
